player,team,competition_name,season_name,50/50,Bad Behaviour,Ball Receipt*,Ball Recovery,Block,Carry,Clearance,Dispossessed,Dribble,Dribbled Past,Duel,Error,Foul Committed,Foul Won,Goal Keeper,Injury Stoppage,Interception,Miscontrol,Offside,Own Goal Against,Own Goal For,Pass,Player Off,Player On,Pressure,Shield,Shot,Substitution
Rion Ishikawa,Japan Women's,Women's World Cup,2023,2.0,0.0,51.0,6.0,1.0,52.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,8.0,0.0,0.0,0.0
Risa Shimizu,Japan Women's,Women's World Cup,2019,0.0,0.0,196.0,9.0,6.0,173.0,13.0,7.0,1.0,0.0,16.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,36.0,0.0,2.0,0.0
Risa Shimizu,Japan Women's,Women's World Cup,2023,3.0,0.0,196.0,16.0,6.0,154.0,9.0,4.0,4.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,241.0,0.0,0.0,33.0,0.0,5.0,2.0
Rita Chikwelu,Nigeria Women's,Women's World Cup,2019,0.0,0.0,60.0,19.0,7.0,76.0,3.0,1.0,11.0,10.0,20.0,0.0,8.0,9.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,86.0,0.0,0.0,75.0,0.0,1.0,0.0
Robyn Kimberly Moodaly,South Africa Women's,Women's World Cup,2023,0.0,0.0,10.0,3.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,1.0,1.0
Rocio Andrea Soto Collao,Chile Women's,Women's World Cup,2019,0.0,0.0,43.0,4.0,2.0,32.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,7.0,0.0,0.0,0.0
Rocío Gálvez Luna,Spain Women's,Women's World Cup,2023,0.0,0.0,94.0,5.0,3.0,92.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,14.0,0.0,0.0,0.0
Romina Stefania Núñez,Argentina Women's,Women's World Cup,2023,1.0,0.0,105.0,14.0,7.0,71.0,2.0,3.0,1.0,4.0,11.0,0.0,2.0,12.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,83.0,0.0,0.0,52.0,0.0,2.0,1.0
Romée Leuchter,Netherlands Women's,UEFA Women's Euro,2022,0.0,0.0,17.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,2.0,0.0
Rosario Balmaceda,Chile Women's,Women's World Cup,2019,0.0,0.0,84.0,28.0,6.0,91.0,2.0,8.0,11.0,10.0,7.0,0.0,0.0,3.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,80.0,0.0,0.0,99.0,0.0,1.0,0.0
Rosario del Carmen Vargas Sarasqueta,Panama Women's,Women's World Cup,2023,0.0,0.0,11.0,0.0,0.0,8.0,5.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,1.0
Roseline Éloissaint,Haiti Women's,Women's World Cup,2023,0.0,0.0,57.0,9.0,1.0,41.0,0.0,3.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,39.0,1.0,1.0,28.0,0.0,3.0,0.0
Rosella Ayane,Bristol City WFC,FA Women's Super League,2018/2019,2.0,0.0,397.0,60.0,5.0,249.0,2.0,33.0,34.0,19.0,36.0,0.0,17.0,7.0,0.0,0.0,2.0,39.0,0.0,0.0,0.0,190.0,0.0,0.0,272.0,0.0,14.0,5.0
Rosella Ayane,Morocco Women's,Women's World Cup,2023,2.0,0.0,62.0,6.0,1.0,35.0,0.0,4.0,5.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,29.0,0.0,0.0,64.0,0.0,1.0,1.0
Rosella Ayane,Tottenham Hotspur Women,FA Women's Super League,2019/2020,0.0,2.0,269.0,34.0,4.0,197.0,2.0,22.0,16.0,11.0,15.0,0.0,8.0,13.0,0.0,0.0,8.0,25.0,0.0,0.0,0.0,138.0,0.0,0.0,151.0,0.0,22.0,4.0
Rosella Ayane,Tottenham Hotspur Women,FA Women's Super League,2020/2021,0.0,0.0,525.0,59.0,18.0,311.0,4.0,34.0,22.0,12.0,29.0,1.0,10.0,18.0,0.0,1.0,8.0,49.0,0.0,0.0,0.0,277.0,0.0,0.0,236.0,1.0,21.0,8.0
Roselord Borgella,Haiti Women's,Women's World Cup,2023,1.0,0.0,113.0,7.0,2.0,46.0,0.0,7.0,2.0,2.0,11.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,41.0,0.0,0.0,23.0,0.0,4.0,1.0
Rosemary Kathleen Lavelle,Manchester City WFC,FA Women's Super League,2020/2021,0.0,0.0,355.0,49.0,12.0,291.0,3.0,11.0,31.0,9.0,22.0,0.0,5.0,5.0,0.0,3.0,4.0,26.0,0.0,0.0,0.0,289.0,1.0,1.0,125.0,0.0,20.0,2.0
Rosemary Kathleen Lavelle,United States Women's,Women's World Cup,2019,3.0,0.0,166.0,49.0,8.0,187.0,8.0,9.0,19.0,9.0,18.0,0.0,2.0,4.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,184.0,0.0,0.0,80.0,0.0,14.0,5.0
Rosemary Kathleen Lavelle,United States Women's,Women's World Cup,2023,3.0,0.0,80.0,14.0,4.0,61.0,5.0,7.0,1.0,4.0,12.0,0.0,6.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,72.0,1.0,1.0,56.0,1.0,3.0,0.0
Rosemary Kathleen Lavelle,Washington Spirit,NWSL,2018,0.0,0.0,82.0,11.0,2.0,67.0,0.0,2.0,9.0,3.0,7.0,0.0,1.0,5.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,63.0,0.0,0.0,46.0,0.0,2.0,1.0
Rosie Kmita,West Ham United LFC,FA Women's Super League,2018/2019,0.0,0.0,121.0,19.0,3.0,98.0,1.0,9.0,11.0,6.0,6.0,0.0,5.0,6.0,0.0,1.0,6.0,13.0,0.0,0.0,0.0,92.0,0.0,0.0,59.0,0.0,6.0,0.0
Rosie White,Chicago Red Stars,NWSL,2018,0.0,0.0,79.0,14.0,5.0,55.0,1.0,7.0,3.0,3.0,7.0,0.0,5.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,61.0,1.0,1.0,40.0,0.0,3.0,1.0
Rosie White,New Zealand Women's,Women's World Cup,2019,0.0,0.0,142.0,12.0,2.0,70.0,3.0,5.0,13.0,2.0,14.0,0.0,6.0,3.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,72.0,0.0,0.0,58.0,0.0,3.0,1.0
Ruby Grant,Arsenal WFC,FA Women's Super League,2018/2019,0.0,0.0,5.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruby Grant,West Ham United LFC,FA Women's Super League,2020/2021,0.0,0.0,81.0,12.0,3.0,75.0,2.0,4.0,6.0,2.0,6.0,0.0,4.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,84.0,0.0,0.0,37.0,0.0,2.0,2.0
Ruby Mace,Arsenal WFC,FA Women's Super League,2020/2021,0.0,0.0,33.0,2.0,1.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0
Ruby Mace,Birmingham City WFC,FA Women's Super League,2020/2021,1.0,0.0,164.0,47.0,19.0,189.0,63.0,11.0,7.0,10.0,47.0,0.0,4.0,2.0,0.0,5.0,20.0,4.0,0.0,0.0,0.0,277.0,0.0,0.0,141.0,1.0,6.0,1.0
Ruesha Littlejohn,Birmingham City WFC,FA Women's Super League,2020/2021,1.0,1.0,266.0,59.0,23.0,214.0,13.0,24.0,15.0,11.0,32.0,0.0,20.0,10.0,0.0,8.0,8.0,10.0,0.0,0.0,0.0,227.0,0.0,0.0,228.0,0.0,9.0,4.0
Ruesha Littlejohn,Republic of Ireland Women's,Women's World Cup,2023,4.0,0.0,100.0,18.0,7.0,81.0,3.0,2.0,4.0,8.0,14.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,110.0,0.0,0.0,77.0,0.0,0.0,1.0
Ruesha Littlejohn,West Ham United LFC,FA Women's Super League,2019/2020,0.0,0.0,10.0,5.0,2.0,11.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0
Rui Zhang,China PR Women's,Women's World Cup,2019,2.0,0.0,201.0,44.0,12.0,201.0,13.0,11.0,8.0,4.0,18.0,0.0,7.0,7.0,0.0,3.0,4.0,6.0,0.0,0.0,0.0,231.0,0.0,0.0,72.0,0.0,6.0,0.0
Rui Zhang,China PR Women's,Women's World Cup,2023,0.0,0.0,59.0,13.0,1.0,58.0,5.0,2.0,1.0,1.0,11.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,32.0,1.0,2.0,0.0
Rumi Utsugi,OL Reign,NWSL,2018,0.0,0.0,155.0,22.0,12.0,145.0,5.0,7.0,3.0,14.0,16.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,189.0,0.0,0.0,69.0,0.0,6.0,0.0
Rut Hedvig Lindahl,Chelsea FCW,FA Women's Super League,2018/2019,0.0,0.0,199.0,63.0,0.0,253.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0
Rut Hedvig Lindahl,Sweden Women's,UEFA Women's Euro,2022,0.0,0.0,46.0,16.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
Rut Hedvig Lindahl,Sweden Women's,Women's World Cup,2019,0.0,1.0,76.0,57.0,0.0,125.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,2.0,0.0,0.0,0.0
Ruthny Mathurin,Haiti Women's,Women's World Cup,2023,0.0,0.0,38.0,5.0,6.0,28.0,5.0,1.0,0.0,3.0,9.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,69.0,0.0,0.0,27.0,0.0,0.0,1.0
Ruyin Tan,China PR Women's,Women's World Cup,2019,1.0,0.0,12.0,4.0,4.0,14.0,4.0,1.0,1.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,7.0,0.0,0.0,0.0
Ryan Williams,North Carolina Courage,NWSL,2018,0.0,0.0,6.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,1.0,0.0,0.0
Saara Katariina Kosola,WNT Finland,UEFA Women's Euro,2025,4.0,0.0,101.0,22.0,6.0,102.0,1.0,9.0,12.0,3.0,14.0,0.0,4.0,3.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,82.0,0.0,0.0,91.0,0.0,9.0,1.0
Sabrina D’Angelo,North Carolina Courage,NWSL,2018,0.0,0.0,25.0,10.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
Safia Middleton-Patel,Wales,UEFA Women's Euro,2025,0.0,0.0,17.0,5.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,2.0,0.0,0.0,0.0
Saki Kumagai,Japan Women's,Women's World Cup,2019,0.0,0.0,230.0,13.0,9.0,217.0,23.0,0.0,0.0,2.0,11.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,17.0,0.0,2.0,0.0
Saki Kumagai,Japan Women's,Women's World Cup,2023,0.0,0.0,188.0,15.0,6.0,178.0,17.0,0.0,0.0,0.0,9.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,227.0,0.0,0.0,23.0,0.0,1.0,0.0
Sakina Karchaoui,France Women's,UEFA Women's Euro,2022,1.0,1.0,241.0,41.0,17.0,263.0,7.0,8.0,14.0,2.0,15.0,0.0,0.0,7.0,0.0,2.0,14.0,7.0,0.0,0.0,0.0,316.0,1.0,1.0,41.0,2.0,0.0,1.0
Sakina Karchaoui,France Women's,UEFA Women's Euro,2025,2.0,0.0,200.0,25.0,9.0,177.0,4.0,6.0,8.0,2.0,21.0,0.0,5.0,14.0,0.0,4.0,4.0,9.0,0.0,0.0,0.0,180.0,1.0,1.0,59.0,0.0,8.0,1.0
Sakina Karchaoui,France Women's,Women's World Cup,2019,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Sakina Karchaoui,France Women's,Women's World Cup,2023,1.0,0.0,218.0,40.0,10.0,224.0,11.0,9.0,10.0,3.0,13.0,0.0,8.0,6.0,0.0,1.0,6.0,10.0,0.0,0.0,0.0,285.0,1.0,1.0,48.0,0.0,4.0,1.0
Sakina Ouzraoui Diki,Morocco Women's,Women's World Cup,2023,0.0,0.0,144.0,39.0,13.0,132.0,2.0,14.0,38.0,6.0,16.0,0.0,6.0,5.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,87.0,0.0,0.0,110.0,0.0,2.0,1.0
Salma Amani,Morocco Women's,Women's World Cup,2023,1.0,0.0,64.0,5.0,2.0,36.0,0.0,2.0,1.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,37.0,0.0,0.0,51.0,0.0,2.0,1.0
Salma Paralluelo Ayingono,Spain Women's,UEFA Women's Euro,2025,2.0,0.0,71.0,8.0,3.0,58.0,1.0,9.0,6.0,3.0,4.0,0.0,7.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,55.0,0.0,0.0,70.0,0.0,8.0,1.0
Salma Paralluelo Ayingono,Spain Women's,Women's World Cup,2023,2.0,0.0,292.0,28.0,10.0,228.0,2.0,21.0,30.0,3.0,25.0,0.0,6.0,5.0,0.0,0.0,5.0,30.0,0.0,0.0,0.0,185.0,0.0,0.0,119.0,0.0,19.0,4.0
Samantha Johnson,Chicago Red Stars,NWSL,2018,0.0,0.0,10.0,4.0,9.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0
Samantha Johnson,Utah Royals,NWSL,2018,1.0,0.0,113.0,12.0,7.0,119.0,10.0,0.0,2.0,6.0,9.0,1.0,7.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,185.0,0.0,0.0,31.0,0.0,2.0,1.0
Samantha June Mewis,Manchester City WFC,FA Women's Super League,2020/2021,3.0,0.0,630.0,68.0,26.0,481.0,11.0,22.0,29.0,8.0,39.0,0.0,15.0,14.0,0.0,4.0,8.0,27.0,0.0,0.0,0.0,544.0,0.0,0.0,170.0,0.0,56.0,8.0
Samantha June Mewis,North Carolina Courage,NWSL,2018,2.0,0.0,261.0,66.0,15.0,249.0,6.0,8.0,2.0,7.0,16.0,0.0,11.0,9.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,328.0,0.0,0.0,80.0,0.0,26.0,1.0
Samantha June Mewis,United States Women's,Women's World Cup,2019,0.0,0.0,266.0,33.0,12.0,224.0,11.0,10.0,14.0,2.0,31.0,0.0,4.0,5.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,253.0,0.0,0.0,85.0,0.0,16.0,1.0
Samantha May Kerr,Australia Women's,Women's World Cup,2019,1.0,0.0,220.0,11.0,4.0,110.0,5.0,9.0,4.0,0.0,11.0,0.0,2.0,2.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,119.0,0.0,0.0,55.0,0.0,20.0,0.0
Samantha May Kerr,Australia Women's,Women's World Cup,2023,0.0,0.0,177.0,8.0,3.0,49.0,2.0,1.0,2.0,0.0,15.0,0.0,1.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,79.0,1.0,1.0,17.0,0.0,11.0,0.0
Samantha May Kerr,Chelsea FCW,FA Women's Super League,2019/2020,0.0,0.0,159.0,10.0,6.0,75.0,1.0,6.0,6.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,68.0,0.0,0.0,42.0,0.0,13.0,3.0
Samantha May Kerr,Chelsea FCW,FA Women's Super League,2020/2021,0.0,0.0,951.0,61.0,13.0,420.0,8.0,21.0,19.0,8.0,44.0,0.0,8.0,7.0,0.0,2.0,10.0,33.0,1.0,0.0,0.0,535.0,0.0,0.0,157.0,0.0,86.0,12.0
Samantha May Kerr,Chicago Red Stars,NWSL,2018,0.0,0.0,433.0,23.0,12.0,238.0,6.0,11.0,11.0,4.0,13.0,0.0,5.0,7.0,0.0,0.0,3.0,20.0,2.0,0.0,0.0,216.0,0.0,0.0,55.0,0.0,46.0,0.0
Sandie Toletti,France Women's,UEFA Women's Euro,2022,1.0,0.0,156.0,21.0,3.0,135.0,5.0,1.0,3.0,1.0,9.0,0.0,6.0,6.0,0.0,1.0,10.0,4.0,0.0,0.0,0.0,187.0,0.0,0.0,62.0,0.0,3.0,3.0
Sandie Toletti,France Women's,UEFA Women's Euro,2025,2.0,0.0,61.0,4.0,2.0,58.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,13.0,0.0,1.0,2.0
Sandie Toletti,France Women's,Women's World Cup,2023,3.0,0.0,169.0,26.0,1.0,148.0,9.0,0.0,1.0,2.0,18.0,0.0,7.0,2.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,204.0,0.0,0.0,54.0,0.0,4.0,2.0
Sandra María Jessen,Iceland Women's,UEFA Women's Euro,2025,1.0,0.0,70.0,9.0,5.0,42.0,1.0,3.0,1.0,1.0,9.0,0.0,7.0,3.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,49.0,0.0,0.0,68.0,1.0,5.0,2.0
Sandra Paños García-Villamil,Spain Women's,UEFA Women's Euro,2022,0.0,0.0,46.0,16.0,0.0,46.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandra Paños García-Villamil,Spain Women's,Women's World Cup,2019,0.0,0.0,31.0,16.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandra Sigurðardóttir,Iceland Women's,UEFA Women's Euro,2022,0.0,0.0,43.0,15.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,5.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandrine Mauron,Switzerland Women's,UEFA Women's Euro,2022,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0
Sandrine Mauron,Switzerland Women's,Women's World Cup,2023,0.0,0.0,32.0,5.0,5.0,23.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,0.0,0.0,0.0
Sandy Baltimore,France Women's,UEFA Women's Euro,2022,1.0,0.0,66.0,8.0,1.0,52.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,54.0,0.0,0.0,7.0,0.0,5.0,0.0
Sandy Baltimore,France Women's,UEFA Women's Euro,2025,1.0,0.0,130.0,12.0,3.0,106.0,2.0,8.0,13.0,0.0,5.0,0.0,6.0,7.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,101.0,0.0,0.0,39.0,0.0,5.0,1.0
Sandy Mändly,Switzerland Women's,UEFA Women's Euro,2022,0.0,0.0,87.0,11.0,3.0,61.0,2.0,2.0,1.0,3.0,13.0,0.0,3.0,1.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,85.0,2.0,2.0,45.0,0.0,1.0,3.0
Sanne Troelsgaard-Nielsen,Denmark Women's,UEFA Women's Euro,2022,2.0,0.0,56.0,16.0,2.0,64.0,2.0,3.0,4.0,3.0,6.0,0.0,3.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,75.0,0.0,0.0,20.0,0.0,3.0,2.0
Sanne Troelsgaard-Nielsen,Denmark Women's,UEFA Women's Euro,2025,0.0,0.0,10.0,2.0,3.0,10.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,15.0,0.0,0.0,0.0
Sanne Troelsgaard-Nielsen,Denmark Women's,Women's World Cup,2023,1.0,0.0,14.0,5.0,1.0,16.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,6.0,0.0,1.0,0.0
Sanni Maija Franssi,WNT Finland,UEFA Women's Euro,2022,1.0,0.0,75.0,7.0,2.0,39.0,1.0,2.0,3.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,37.0,0.0,0.0,34.0,0.0,0.0,1.0
Sanni Maija Franssi,WNT Finland,UEFA Women's Euro,2025,0.0,0.0,52.0,12.0,3.0,52.0,0.0,5.0,4.0,1.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,42.0,0.0,0.0,49.0,0.0,3.0,1.0
Saori Takarada,Japan Women's,Women's World Cup,2019,0.0,0.0,6.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0
Sara Björk Gunnarsdóttir,Iceland Women's,UEFA Women's Euro,2022,1.0,0.0,77.0,10.0,4.0,47.0,4.0,1.0,5.0,4.0,8.0,0.0,2.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,57.0,0.0,0.0,32.0,0.0,4.0,3.0
Sara Caroline Seger,Sweden Women's,UEFA Women's Euro,2022,1.0,0.0,98.0,13.0,7.0,88.0,0.0,0.0,2.0,0.0,8.0,0.0,2.0,1.0,0.0,2.0,10.0,3.0,0.0,0.0,0.0,127.0,0.0,0.0,38.0,0.0,1.0,0.0
Sara Caroline Seger,Sweden Women's,Women's World Cup,2019,0.0,0.0,290.0,45.0,10.0,298.0,11.0,12.0,7.0,5.0,30.0,0.0,3.0,6.0,0.0,1.0,22.0,2.0,0.0,0.0,0.0,363.0,0.0,0.0,113.0,0.0,3.0,2.0
Sara Caroline Seger,Sweden Women's,Women's World Cup,2023,0.0,0.0,42.0,3.0,3.0,37.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,44.0,0.0,0.0,10.0,0.0,1.0,1.0
Sara Doorsoun-Khajeh,Germany Women's,UEFA Women's Euro,2022,0.0,0.0,55.0,3.0,3.0,58.0,4.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,21.0,0.0,0.0,0.0
Sara Doorsoun-Khajeh,Germany Women's,Women's World Cup,2019,0.0,0.0,211.0,29.0,12.0,231.0,29.0,1.0,3.0,5.0,21.0,0.0,1.0,5.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,288.0,0.0,0.0,36.0,0.0,0.0,0.0
Sara Doorsoun-Khajeh,Germany Women's,Women's World Cup,2023,1.0,0.0,135.0,6.0,1.0,131.0,5.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,18.0,0.0,0.0,1.0
Sara Däbritz,Germany Women's,UEFA Women's Euro,2022,0.0,0.0,200.0,39.0,8.0,186.0,4.0,9.0,6.0,7.0,9.0,0.0,10.0,7.0,0.0,1.0,2.0,12.0,1.0,0.0,0.0,203.0,0.0,0.0,73.0,0.0,11.0,5.0
Sara Däbritz,Germany Women's,UEFA Women's Euro,2025,0.0,0.0,10.0,6.0,2.0,15.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,14.0,0.0,1.0,1.0
Sara Däbritz,Germany Women's,Women's World Cup,2019,2.0,0.0,208.0,32.0,10.0,202.0,6.0,12.0,16.0,7.0,18.0,0.0,8.0,8.0,0.0,2.0,2.0,12.0,0.0,0.0,0.0,167.0,0.0,0.0,82.0,0.0,20.0,0.0
Sara Däbritz,Germany Women's,Women's World Cup,2023,1.0,0.0,162.0,10.0,6.0,136.0,0.0,7.0,5.0,1.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,142.0,0.0,0.0,40.0,0.0,3.0,1.0
Sara Gama,Italy Women's,UEFA Women's Euro,2022,0.0,0.0,78.0,5.0,3.0,66.0,12.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,10.0,1.0,0.0,1.0
Sara Gama,Italy Women's,Women's World Cup,2019,0.0,0.0,116.0,24.0,12.0,134.0,35.0,0.0,2.0,6.0,12.0,0.0,5.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,163.0,0.0,0.0,51.0,0.0,1.0,0.0
Sara Gedsted Thrige Andersen,Denmark Women's,UEFA Women's Euro,2022,0.0,0.0,31.0,1.0,3.0,23.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,11.0,0.0,1.0,1.0
Sara Holmgaard,Denmark Women's,UEFA Women's Euro,2022,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0
